"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8BGU6VHW","journalArticle","1993","Moosleitner, Fritz","Rettungsgrabungen in Salzburg-Maxglan","Archäologie Österreichs","","","","","","1993","2017-01-19 09:35:30","2017-01-19 09:35:30","","10-20","","2","4","","","Rettungsgrabungen in Salzburg-Maxglan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DAKGA84","thesis","1999","Bernhard, Andreas","Das urnenfelder- und hallstattzeitliche Brandgräberfeld Masser-Kreuzbauer sowie Gräber aus dem Kaiserschneiderwald. Untersuchungen des Bundesdenkmalamtes in der Sulmtalnekropole (Steiermark)","","","","","","","1999","2017-01-19 09:35:28","2017-01-19 09:35:28","","","Getr. Zählung","","","","","Das urnenfelder- und hallstattzeitliche Brandgräberfeld Masser-Kreuzbauer sowie Gräber aus dem Kaiserschneiderwald. Untersuchungen des Bundesdenkmalamtes in der Sulmtalnekropole (Steiermark)","","","","","Universität Wien","Wien","","","Diplomarbeit","","","","","vorgelegt von Andreas Bernhard","","","","Brandgräberfeld; Bronzezeit; Eisenzeit; Funde; Großklein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DMJUGZU","journalArticle","1997","Steiner, Hubert","Urnenfelderzeitliche Neufunde aus Angerberg, Unterinntal, Tirol","Archaeologia Austriaca","","","","","","1997","2017-01-19 09:35:32","2017-01-19 09:35:32","","93-99","","","81","","","Urnenfelderzeitliche Neufunde aus Angerberg, Unterinntal, Tirol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DMMG2A4","thesis","2008","Heiss, Andreas","Weizen, Linsen, Opferbrote: Archäobotanische Analysen bronze- und eisenzeitlicher Brandopferplätze im mittleren Alpenraum","","","","","","","2008","2017-01-19 09:35:29","2017-01-19 09:35:29","","","","","","","","Weizen, Linsen, Opferbrote: Archäobotanische Analysen bronze- und eisenzeitlicher Brandopferplätze im mittleren Alpenraum","","","","","Universität Innsbruck","Südwestdeutscher Verlag für Hochschulschriften","","","Dissertation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8EK39BCI","journalArticle","1978","Pittioni, Richard","Urnenfelderkultur und ""Urnenfelderkulturen"". Eine terminologisch-methodische Überlegung","Schild von Steier","","","","","","1978","2017-01-19 09:35:31","2017-01-19 09:35:31","","17-22","","","15-16","","","Urnenfelderkultur und ""Urnenfelderkulturen"". Eine terminologisch-methodische Überlegung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8GB27QNB","bookSection","1983","Magetti, Marino; Waeber, Marie-Madeleine; Stauffer-Isenring, Lotti","Herkunft und Technik bronze- und eisenzeitlicher Laugen-Melaun-Keramik aus dem Alpenraum","Die Siedlungsreste von Scuol-Munt Baselgia (Unterengadin GR): ein Beitrag zur inneralpinen Bronze- und Eisenzeit","","","","","","1983","2017-01-19 09:35:30","2017-01-19 09:35:30","","192-210","","","","","","Herkunft und Technik bronze- und eisenzeitlicher Laugen-Melaun-Keramik aus dem Alpenraum","Antiqua","9","","","Verlag der Schweizer Gesellschaft für Ur- und Frühgeschichte","Basel","","","","","","","","","","","","","","Stauffer-Isenring, Lotti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8GXXAX4H","bookSection","1988","Pucher, Erich","Tierskelette aus urnenfelderzeitlichen Gruben von Stillfried","Stillfried. Archäologie - Anthropologie","","","","","","1988","2017-01-19 09:35:31","2017-01-19 09:35:31","","159-166","","","","","","Tierskelette aus urnenfelderzeitlichen Gruben von Stillfried","Veröffentlichungen des Museums für Ur- und Frühgeschichte in Stillfried, Sonderband","3","","","Museumsverein Stillfried","Stillfried","","","","","","","","","","","","","","Felgenhauer, Fritz; Szilvássy, J.; Kritscher, H.; Hauser, G.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8H9PFWI7","book","1940","Willvonseder, Kurt","Bronzeeimer und Gußkuchen der jüngeren Urnenfelderzeit von Absber-Bierbaum, Ldkr. Tulln","","","","","","","1940","2017-01-19 09:35:32","2017-01-19 09:35:32","","","","","","","","Bronzeeimer und Gußkuchen der jüngeren Urnenfelderzeit von Absber-Bierbaum, Ldkr. Tulln","Niederdonau, Natur und Kultur","6","","","Kühne","St. Pölten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8HXUZZCH","journalArticle","1950","Hell, Martin","Verkehrsverbindungen zwischen Salzburg und Tirol zur Bronze- und Hallstattzeit","Der Schlern","","","","","","1950","2017-01-19 09:35:29","2017-01-19 09:35:29","","108-112","","3","24","","","Verkehrsverbindungen zwischen Salzburg und Tirol zur Bronze- und Hallstattzeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8IUSSZXX","journalArticle","1939","Pittioni, Richard; Preuschen, Ernst; al., et","Untersuchungen im Bergbaugebiete Kelchalpe bei Kitzbühel, Tirol. Erster Bericht über die Arbeiten 1931-1936 zur Urgeschichte des Kupferbergwesens in Tirol","Mitteilungen der Prähistorischen Kommission der Österreichischen Akademie der Wissenschaften","","","","","","1939","2017-01-19 09:35:31","2017-01-19 09:35:31","","1-159","","","3","","","Untersuchungen im Bergbaugebiete Kelchalpe bei Kitzbühel, Tirol. Erster Bericht über die Arbeiten 1931-1936 zur Urgeschichte des Kupferbergwesens in Tirol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8IZ67M6B","journalArticle","1952","Pittioni, Richard","Der Goldfund von Rothengrub (N.-Ö.) und seine wirtschaftsgeschichtliche Verankerung","Archaeologia Austriaca","","","","","","1952","2017-01-19 09:35:31","2017-01-19 09:35:31","","89-99","","","11","","","Der Goldfund von Rothengrub (N.-Ö.) und seine wirtschaftsgeschichtliche Verankerung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8JSSUZNR","book","1977","Kovács, T.","The Bronze Age in Hungary","","","","","","","1977","2017-01-19 10:40:55","2017-01-19 10:40:55","","","","","","","","The Bronze Age in Hungary","","","","","Hereditas","Budapest","","","","","","","","","","","","Bronze Age Hungary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8K6D36X8","book","1995","Kalicz-Schreiber, R.","Bronzkori urnatemető Szigetszentmiklós határában","","","","","","","1995","2017-01-19 10:40:55","2017-01-19 10:40:55","","","","","","","","Bronzkori urnatemető Szigetszentmiklós határában","Ráckevei Múzeum Füzetek 2","","","","","Ráckeve","","","","","","","","","","","","Bronze Age Hungary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8M9QITBF","journalArticle","2013","Müller, Silvia; Preinfalk, Anna; Preinfalk, Fritz","KG Plaika, OG Bergland","Fundberichte aus Österreich","","","","","","2013","2017-01-19 09:35:30","2017-01-19 09:35:30","","233-235","","","52","","","KG Plaika, OG Bergland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8MJTCUHG","journalArticle","1997","Pásztor, E.","Frühbronzezeitliches Urnenfeld in der Flur von Kisapostag","Alba Regia","","","","","","1997","2017-01-19 10:40:55","2017-01-19 10:40:55","","13-59","","","26","","","Frühbronzezeitliches Urnenfeld in der Flur von Kisapostag","","","","","","","","","","","","","","","","","","Bronze Age Hungary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8N9BKMM7","bookSection","2002","Nicolussi Castellan, Siegfried; Tomedi, Gerhard; Mair, D.","Vorläufiger Abschlussbericht zu den Ausgrabungen in Ampass am Widenfeld 2001","Archäologische Forschungen und Grabungsberichte aus Tirol","","","","","","2002","2017-01-19 09:35:30","2017-01-19 09:35:30","","91-98","","","","","","Vorläufiger Abschlussbericht zu den Ausgrabungen in Ampass am Widenfeld 2001","ArchaeoTirol, Kleine Schriften","3","","","ArchaeoTirol","Wattens","","","","","","","","","","","","","","Tomedi, Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8PBTPD65","journalArticle","1970","Eibner-Persy, Alexandrine","Erste Großgrabungen auf dem bronzezeitlichen Bergbaugelände von Mitterberg","Der Anschnitt. Zeitschrift für Kunst und Kultur im Bergbau","","","","","","1970","2017-01-19 09:35:28","2017-01-19 09:35:28","","12-19","","5","22","","","Erste Großgrabungen auf dem bronzezeitlichen Bergbaugelände von Mitterberg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8PQ8V6M2","bookSection","1992","Szathmári, I.","Füzesabony-Öregdomb","Bronzezeit in Ungarn. Forschungen in Tell-Siedlungen an Donau und Theiss","","","","","","1992","2017-01-19 10:40:56","2017-01-19 10:40:56","","134-140","","","","","","Füzesabony-Öregdomb","","","","","Pytheas","Frankfurt","","","","","","","","","","","","Bronze Age Hungary","","Meier-Arendt, W.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8QDCBD6D","bookSection","1988","Felgenhauer, Fritz","Ein Bronzedepotfund der späten Urnenfelderzeit aus einer Siedlungsgrube in Stillfried","Stillfried. Archäologie - Anthropologie","","","","","","1988","2017-01-19 09:35:28","2017-01-19 09:35:28","","105-109","","","","","","Ein Bronzedepotfund der späten Urnenfelderzeit aus einer Siedlungsgrube in Stillfried","Veröffentlichungen des Museums für Ur- und Frühgeschichte in Stillfried, Sonderband","3","","","Museumsverein Stillfried","Stillfried","","","","","","","","","","","","","","Felgenhauer, Fritz; Szilvássy, J.; Kritscher, H.; Hauser, G.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8QJ64Q2N","journalArticle","1930","Karnitsch, Paul","Ein Grab der Höttinger Kultur in Kleinmünchen bei Linz, Oberösterreich","Wiener Prähistorische Zeitschrift","","","","","","1930","2017-01-19 09:35:29","2017-01-19 09:35:29","","82-84","","","17","","","Ein Grab der Höttinger Kultur in Kleinmünchen bei Linz, Oberösterreich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8RHZ72Q2","journalArticle","1984","Sydow, Wilhelm","Die prähistorischen Wehranlagen auf dem Buchberg, OG Wiesing, Tirol, mit einem Beitrag von Erich Pucher","Fundberichte aus Österreich","","","","","","1984","2017-01-19 09:35:32","2017-01-19 09:35:32","","179-220","","","23","","","Die prähistorischen Wehranlagen auf dem Buchberg, OG Wiesing, Tirol, mit einem Beitrag von Erich Pucher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8RIZSH8F","journalArticle","2007","Mödlinger, Marianne","Herstellung und Qualität mittel- und spätbronzezeitlicher Schwerter aus Österreich","Das Altertum","","","","","","2007","2017-01-19 09:35:30","2017-01-19 09:35:30","","101-130","","2","52","","","Herstellung und Qualität mittel- und spätbronzezeitlicher Schwerter aus Österreich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8TCS8QT7","bookSection","1984","Kalicz-Schreiber, R.","Komplex der Nagyrév-Kultur","Kulturen der Frühbronzezeit des Karpatenbeckens und Nordbalkans","","","","","","1984","2017-01-19 10:40:55","2017-01-19 10:40:55","","133-190","","","","","","Komplex der Nagyrév-Kultur","","","","","","Beograd","","","","","","","","","","","","Bronze Age Hungary","","Tasić, N.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8TDJPS6J","journalArticle","1975","Barth, Fritz-Eckart","Bemerkungen zu Knieholzschäftungen aus dem Salzbergwerk Dürrnberg-Hallein","Mitteilungen der Gesellschaft für Salzburger Landeskunde","","","","","","1975","2017-01-19 09:35:28","2017-01-19 09:35:28","","313-320","","","115","","","Bemerkungen zu Knieholzschäftungen aus dem Salzbergwerk Dürrnberg-Hallein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8U4DC39V","thesis","1940","Rotter, Erwin","Die vor - und frühgeschichtlichen Bodenfunde des G.B. Stockerau mit besonderer Berücksichtigung von Groß-Mugl","","","","","","","1940","2017-01-19 09:35:31","2017-01-19 09:35:31","","","267 Bl.","","","","","Die vor - und frühgeschichtlichen Bodenfunde des G.B. Stockerau mit besonderer Berücksichtigung von Groß-Mugl","","","","","Universität Wien","Wien","","","Dissertation","","","","","vorgelegt von: Erwin Rotter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8UHASKR6","journalArticle","1996","Eibner, Clemens; Presslinger, Hubert","Montanwesen und Siedlungen in der Bronzezeit im Paltental","Der Anschnitt. Zeitschrift für Kunst und Kultur im Bergbau","","","","","","1996","2017-01-19 09:35:28","2017-01-19 09:35:28","","158-165","","","5-6","","","Montanwesen und Siedlungen in der Bronzezeit im Paltental","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8V8SCMRH","bookSection","2014","Lochner, Michaeia","Zur Austattung von Hanghaus 01 der urnenfelderzeitlichen befestigten Höhensiedlung von Thunau am Kamp, Niederösterreich","Z badań nad kulturą społeczeństw pradziejowych i wczesnośredniowiecznych. Księga jubileuszowa dedykowana Profesorowi Bogusławowi Gedidze, w osiemdziesiątą rocznicę urodzin przez przyjaciół, kolegów i uczniów","978-83-63760-14-4","","","","","2014","2017-01-19 09:35:30","2017-01-19 09:35:30","","307-319","","","","","","Zur Austattung von Hanghaus 01 der urnenfelderzeitlichen befestigten Höhensiedlung von Thunau am Kamp, Niederösterreich","","","","","Instytut Archeologii i Etnologii PAN","Wrocław","","","","","","","","","","","","","","Kolenda, Justyna; Mierzwiński, Andrzej; Moździoch, Sławomir","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8VZT8XRA","journalArticle","1981","Eibner, Clemens","Ein urnenfelderzeitliches anthropomorphes Tonidol aus Neusiedl an der Zaya, pol. Bez. Mistelbach, Niederösterreich","Arbeits- und Forschungsberichte zur sächsischen Bodendenkmalpflege","","","","","","1981","2017-01-19 09:35:28","2017-01-19 09:35:28","","355-361","","","Beiheft 16","","","Ein urnenfelderzeitliches anthropomorphes Tonidol aus Neusiedl an der Zaya, pol. Bez. Mistelbach, Niederösterreich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8WTG3JTG","journalArticle","1997","Möslein, S.","Ein älterurnenfelderzeitlicher Grabfund mit Vollgriffschwert von Nußdorf a. Inn","Das archäologische Jahr in Bayern","","","","","","1997","2017-01-19 09:35:30","2017-01-19 09:35:30","","78-80","","","1997","","","Ein älterurnenfelderzeitlicher Grabfund mit Vollgriffschwert von Nußdorf a. Inn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"949HVMVX","bookSection","2012","Lochner, Michaela","Thunau am Kamp - eine befestigte Höhensiedlung der Urnenfelderkultur und der außergewöhnliche Fund eines Tonfässchens","Peregrinationes archaeologicae in Asia et Europa Joanni Chochorowski dedicatae","","","","","","2012","2017-01-19 09:35:30","2017-01-19 09:35:30","","193-203","","","","","","Thunau am Kamp - eine befestigte Höhensiedlung der Urnenfelderkultur und der außergewöhnliche Fund eines Tonfässchens","","","","","Instytut Archeologii Uniwersytetu Jagiellonskiego","Kraków","","","","","","","","","","","","","","Blajer, Wojciech; Chochorowski, Jan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95BMHH3X","bookSection","2013","Griebl, Monika; Hellerschmid, Irmtraud","Menschenknochen und Menschenniederlegungen in Siedlungsgruben der befestigten Höhensiedlung von Stillfried an der March, Niederösterreich: Gängige Praxis der Totenbehandlung in der jüngeren Urnenfelderkultur?","‚Irreguläre‘ Bestattungen in der Urgeschichte: Norm, Ritual, Strafe …? Akten der Internationalen Tagung in Frankfurt a. M. vom 3. bis 5. Februar 2012","","","","","","2013","2017-01-19 09:35:32","2017-01-19 09:35:32","","327-346","","","","","","Menschenknochen und Menschenniederlegungen in Siedlungsgruben der befestigten Höhensiedlung von Stillfried an der March, Niederösterreich: Gängige Praxis der Totenbehandlung in der jüngeren Urnenfelderkultur?","Kolloquien zur Vor- und Frühgeschichte","19","","","Habelt","Bonn","","","","","","","","","","","","Bestattungen; Europa; Sonderbestattungen; Theorie","","Müller-Scheeßel, Nils","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9639NXUI","journalArticle","1934","Willvonseder, Kurt","Die Kultur der süddeutschen Urnenfelder in Österreich","Germania","","","","","","1934","2017-01-19 09:35:32","2017-01-19 09:35:32","","182-189","","","18","","","Die Kultur der süddeutschen Urnenfelder in Österreich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"966AQWNG","journalArticle","2014","Modl, Daniel","Archäologische Untersuchungen in einer Siedlung der Urnenfelderzeit und der Römischen Kaiserzeit in Pichl, Steiermark. Ein Vorbericht","Fundberichte aus Österreich","","","","","","2014","2017-01-19 09:35:30","2017-01-19 09:35:30","","43-64","","","52","","","Archäologische Untersuchungen in einer Siedlung der Urnenfelderzeit und der Römischen Kaiserzeit in Pichl, Steiermark. Ein Vorbericht","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9752V7AI","thesis","1977","Sperber, Lothar","Die Chronologie Nordtirols","","","","","","","1977","2017-01-19 09:35:31","2017-01-19 09:35:31","","","","","","","","Die Chronologie Nordtirols","","","","","Universität Innsbruck","","","","Dissertation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97G4ZZXA","journalArticle","1994","Klemm, S.","Ausgrabungen in der Eisenerzer Ramsau","Archaeologia Austriaca","","","","","","1994","2017-01-19 09:35:29","2017-01-19 09:35:29","","28-29","","2","5","","","Ausgrabungen in der Eisenerzer Ramsau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9A87HM45","journalArticle","1964","Hell, Martin","Eine Niederlassung der Urnenfelderzeit in Schwarzach im Salzburgischen Pongau","Archaeologia Austriaca","","","","","","1964","2017-01-19 09:35:29","2017-01-19 09:35:29","","62-82","","","36","","","Eine Niederlassung der Urnenfelderzeit in Schwarzach im Salzburgischen Pongau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9AGSJ63J","journalArticle","1963","Hampl, Franz; Mayrhofer, Robert Josef","Urnenfelderzeitlicher Kupferbergbau und mittelalterlicher Eisenbergbau in Niederösterreich: 2. Arbeitsbericht über die Grabungen des NÖ Landesmuseums 1953-1959","Archaeologia Austriaca","","","","","","1963","2017-01-19 09:35:29","2017-01-19 09:35:29","","50-106","","","33","","","Urnenfelderzeitlicher Kupferbergbau und mittelalterlicher Eisenbergbau in Niederösterreich: 2. Arbeitsbericht über die Grabungen des NÖ Landesmuseums 1953-1959","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9C8BUPW6","journalArticle","1994","Lippert, Andreas","Das hallstattzeitliche Gräberfeld in Bischofshofen - kulturelle Vielfalt im Inneren der Alpen","Archäologie Österreichs","","","","","","1994","2017-01-19 09:35:30","2017-01-19 09:35:30","","6-16","","2","5","","","Das hallstattzeitliche Gräberfeld in Bischofshofen - kulturelle Vielfalt im Inneren der Alpen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9CV2564B","journalArticle","1963","Bándi, G.","Ercsi-Sinatelep","Archaeologiai Értesítő","","","","","","1963","2017-01-19 10:40:55","2017-01-19 10:40:55","","297","","","90","","","Ercsi-Sinatelep","","","","","","","","","","","","","","","","","","Bronze Age Hungary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9D23F4J5","journalArticle","1979","Vahlkampf, Guido","Urgeschichtliche Funde aus Kärnten","Carinthia I","","","","","","1979","2017-01-19 09:35:32","2017-01-19 09:35:32","","7-14","","","169","","","Urgeschichtliche Funde aus Kärnten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9DZS79ZG","bookSection","1994","Tomedi, Gerhard","Der Übergang von der Bronze- zur Eisenzeit am Beispiel von Frög, Tumulus ""K""","Archäologische Untersuchungen zum Übergang von der Bronze- zur Eisenzeit zwischen Nordsee und Kaukasus : Ergebnisse eines Kolloquiums in Regensburg 28. - 30. Oktober 1992","","","","","","1994","2017-01-19 09:35:32","2017-01-19 09:35:32","","365-382","","","","","","Der Übergang von der Bronze- zur Eisenzeit am Beispiel von Frög, Tumulus ""K""","Regensburger Beiträge zur prähistorischen Archäologie","1","","","Habelt","Bonn","","","","","","","","","","","","","","Buck, Dietmar-Wilfried","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9FNCMIU3","journalArticle","1949","Werneck, Heinrich","Die Bedeutung des Horner Museums für die Ur- und Frühgeschichte der Landwirtschaft in Niederösterreich","Unsere Heimat","","","","","","1949","2017-01-19 09:35:32","2017-01-19 09:35:32","","15-19","","","20","","","Die Bedeutung des Horner Museums für die Ur- und Frühgeschichte der Landwirtschaft in Niederösterreich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GDVAHFN","journalArticle","1977","Szénászky, J.","Die Funde der Vatya Kultur in der Umgebung von Csongrád","Archaeologiai Értesítő","","","","","","1977","2017-01-19 10:40:56","2017-01-19 10:40:56","","18-76","","","104","","","Die Funde der Vatya Kultur in der Umgebung von Csongrád","","","","","","","","","","","","","","","","","","Bronze Age Hungary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GSQ8VKJ","book","2002","Metzner-Nebelsick, Carola","Der ""Thrako-Kimmerische"" Formenkreis aus der Sicht der Urnenfelder- und Hallstattzeit im südöstlichen Pannonien","","","","","","","2002","2017-01-19 09:35:30","2017-01-19 09:35:30","","","","","","","","Der ""Thrako-Kimmerische"" Formenkreis aus der Sicht der Urnenfelder- und Hallstattzeit im südöstlichen Pannonien","Vorgeschichtliche Forschungen","23","","","Leidorf","Rahden/Westfalen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GSZTEQN","bookSection","1999","Choyke, A.M.; Bartosiewicz, L.","Bronze Age animal keeping in Western Hungary","Archaeology of the Bronze and Iron Age: Experimental Archaeology, Environmental Archaeology, Archaeological Parks","","","","","","1999","2017-01-19 10:40:56","2017-01-19 10:40:56","","239-249","","","","","","Bronze Age animal keeping in Western Hungary","Archaeolingua Main Series 9","","","","Archaeolingua","Budapest","","","","","","","","","","","","Bronze Age Hungary","","Jerem, E.; Poroszlai, I.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9H23VDBI","book","1995","Neugebauer, Johannes-Wolfgang","Archäologie in Niederösterreich. Poysdorf und das Weinviertel","","","","","","","1995","2017-01-19 09:35:30","2017-01-19 09:35:30","","","","","","","","Archäologie in Niederösterreich. Poysdorf und das Weinviertel","","","","","Niederösterreichisches Pressehaus","St. Pölten-Wien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9HP39E29","bookSection","1987","Furmánek, V.","Die Kyjatice-Kultur","Die Urnenfelderkulturen Mitteleuropas, Symposium Liblice 21. - 25. 10. 1985","","","","","","1987","2017-01-19 10:40:55","2017-01-19 10:40:55","","317-325","","","","","","Die Kyjatice-Kultur","","","","","Arch. Inst. Tschech. Akad. Wiss.","Praha","","","","","","","","","","","","Bronze Age Hungary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9I6ST4HB","journalArticle","1985","Gleirscher, Paul","Almwirtschaft in der Urgeschichte?","Der Schlern","","","","","","1985","2017-01-19 09:35:29","2017-01-19 09:35:29","","116-124","","2","59","","","Almwirtschaft in der Urgeschichte?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9IDQE8SG","bookSection","1958","Pittioni, Richard","Der Schmelzplatz Nr. 13 des Bergbaugebietes Jochberg bei Kitzbühl, Tirol","Studia palaeometallurgica in honorem Ernesti Preuschen","","","","","","1958","2017-01-19 09:35:31","2017-01-19 09:35:31","","","","","","","","Der Schmelzplatz Nr. 13 des Bergbaugebietes Jochberg bei Kitzbühl, Tirol","Archaeologia Austriaca. Beihefte","3","","","Deuticke","Wien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9J6CTFXU","book","1958","Mayrhofer, Robert Josef; Hampl, Franz","Frühgeschichtliche Bauernrennfeuer im südöstlichen Niederösterreich. Arbeitsbereicht über die Grabungen 1950 und 1955 und naturwissenschaftlich-technologische Untersuchungen der Grabungsfunde","","","","","","","1958","2017-01-19 09:35:30","2017-01-19 09:35:30","","","120","","","","","Frühgeschichtliche Bauernrennfeuer im südöstlichen Niederösterreich. Arbeitsbereicht über die Grabungen 1950 und 1955 und naturwissenschaftlich-technologische Untersuchungen der Grabungsfunde","Archeologia Austriaca, Beiheft","2","","","Deuticke","Wien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
